Lease_Name,Top_Depth,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,TOC,d13Ccorr,TON,CN,d15N,d13C_carb,d18O_carb,TIC,QUARTZ,K-FELDSPAR,PLAGIOCLASE,CALCITE,SIDERITE,DOLOMITE,Fe_DOLOMITE,PYRITE,FLUORAPATITE,TOTAL CLAY,Average_UCS_MPa,Formation
Core-01,4773,B29,73,4780.083333,,0.24,0.05,0.15,4.57,0.04,0.36,0,31.29,0,213.37,0.91,0,86.12,0,6.45,11.72,20.2,17.2,2.9,4.31,10.16,,1.59,11.61,0,305.41,6.19,7.23,1.63,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,75,4780.25,,0.25,0.09,0.18,4.63,0.04,0.38,0.01,33.49,0,211.17,0.9,0,83.85,1.62,7,10.47,16.92,15.74,2.46,7.7,9.31,,1.7,7.97,4.06,311.93,8.7,14.66,2.51,2.17,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,77,4780.416667,,0.24,0.07,0.31,4.83,0.04,0.37,0,28.45,0.01,209.94,1.03,0,86.57,0.39,5.68,18.69,17.24,17.86,4.71,7.75,10.24,,1.26,7.59,0,312.64,6.66,10.52,2.18,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,79,4780.583333,,0.26,0.1,0.16,4.59,0.04,0.49,0,29.7,0,212.94,1.03,0,84.79,0,5.25,10.95,15.73,16.23,5,6.49,11.16,,1.36,11.76,0,282.75,7.51,9.21,2.16,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,81,4780.75,,0.24,0.04,0.15,4.55,0.04,0.35,0,29.73,0,214.89,0.91,0,83.46,0,6.07,12.25,19.51,13.08,2.71,5,8.11,,1.6,11.6,0,301.59,8.19,9.17,2.7,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,83,4780.916667,,0.25,0.13,0.21,4.66,0.04,0.41,0,33.16,0,209.6,0.92,0,87.31,2.81,5.52,10.83,19.79,26.78,3.92,6.21,9.48,,0.86,11.24,0,272.37,8.23,9.89,2.81,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,85,4781.083333,,0.24,0.05,0.18,4.6,0.04,0.42,0,28.32,0,213.65,0.92,0,82.67,0,5.27,9.7,15.12,18.44,2.27,8.95,10.37,,1.43,10.75,0,278.6,8.31,10.01,2.71,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,87,4781.25,,0.25,0.12,0.26,4.72,0.04,0.38,0,31.48,0,212.4,0.91,0,84.79,3.21,5.36,7.22,17.99,18.58,3.81,5.63,6.09,,1.43,15.62,0,290.44,9.82,13.02,2.67,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,89,4781.416667,,0.24,0.06,0.26,4.72,0.04,0.35,0,29.92,0,213.62,0.92,0,81.86,0,4.76,9.89,15.12,14.65,2.68,8.25,10.68,,1.27,15.33,0,280.39,10.41,10.79,2.89,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,91,4781.583333,,0.24,0.01,0.18,4.55,0.04,0.35,0,28.35,0,216.84,0.93,0,81.11,0,6.63,7.6,16.5,14.39,3.4,3.86,9.21,,1.6,17.37,0,285.97,8.56,9.61,3.05,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,93,4781.75,,0.25,0.17,0.36,4.93,0.04,0.49,0,26.45,0.01,212.59,0.98,0,80.74,3.65,5.85,10,17.96,16.24,2.96,9.92,9.33,,1.85,14.77,0,295.66,8.5,6.85,3.16,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4773,B29,95,4781.916667,,0.25,0.1,0.43,4.94,0.04,0.45,0,29.08,0.01,210.86,0.97,0,82.14,3.54,5.65,13.91,20.45,11.85,3.38,8.63,8.91,,1.75,13.61,0,299.3,10.69,9.67,3.31,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,1,4781.083333,,0.27,0.23,0.39,4.79,0.05,0.76,0.02,33.05,0.01,210.49,0.94,0,86.03,6.11,4.55,12.4,17.94,17.72,4.39,6.99,9.58,,1.53,13.91,0,289.62,11.95,11.09,2.9,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,3,4781.25,,0.28,0.24,0.4,5.04,0.06,0.8,0.03,30.9,0.01,207.63,1.07,0,86.53,4.88,5.08,10.58,14.67,12.01,3.75,5.11,9.84,,1.52,19.5,0,285.58,9.9,14.1,2.95,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,5,4781.416667,,0.31,0.27,0.8,5.76,0.06,1.12,0.05,24.46,0.02,205.33,1.12,0,75.11,8.52,5.5,19.75,18.6,15.73,4.81,24.28,15.48,,2.36,19.34,4.49,310.31,10.13,28.28,2.96,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,7,4781.583333,,0.3,0.21,1.14,6.6,0.06,0.79,0.08,19.74,0.03,203.91,1.12,0,68.05,14.02,8.15,18.56,19,14.19,4.69,16.27,12.11,,2.31,28.15,0,339.67,15.24,22.18,3.39,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,11,4781.916667,,0.29,0.36,0.74,5.38,0.07,1.34,0.08,29.76,0.02,204.62,0.96,0,82.53,11.53,4.91,10.36,16.3,14.3,4.54,10.64,10.99,,1.84,13.08,0,288.74,6.19,13.05,3.75,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,13,4782.083333,,0.25,0.09,0.33,4.86,0.04,0.55,0,30.15,0.01,209.07,0.98,0,82.92,2.19,6.94,5.17,17.35,16.81,2.11,10.02,11.08,,1.93,16.68,0,288.98,7.08,4.52,4.11,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,15,4782.25,,0.31,0.4,1.06,6.31,0.06,1.33,0.14,25.1,0.03,193.19,1.58,0,78.85,19.11,4.48,20.72,16.22,16.43,6.22,24.75,16.22,,2.37,27.91,0,330.66,14.88,24.4,4.31,0.98,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,17,4782.416667,,0.26,0.12,0.39,5.05,0.04,0.43,0.01,29.05,0.01,209.42,0.96,0,83.42,5.55,5.84,8.12,17.48,11.07,4.1,10.32,10.5,,1.51,15.92,0,297.36,11.3,14.81,3.89,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,19,4782.583333,,0.25,0.09,0.48,5.13,0.05,0.48,0,27.67,0.01,210.04,1,0,81.85,4.83,5.98,16.99,16.53,11.15,2.97,10.91,11.14,,2.03,16.16,0,320.72,11.16,12.71,2.85,0.78,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,21,4782.75,,0.27,0.15,0.64,5.42,0.11,0.58,0.06,28.15,0.01,206.99,0.96,0,79.96,8.71,6.67,16.96,18.51,14.19,5.34,19.36,14.38,,2.67,25.3,0,309.57,15.77,27.21,4.19,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,25,4783.083333,,0.28,0.18,0.84,5.64,0.05,0.67,0.05,25.55,0.02,205.58,1.09,0,75.08,7.44,5.32,16.52,15.2,17.03,3.74,9.53,10.36,,1.71,16.13,0,390.04,21.92,17.32,4.27,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,27,4783.25,,0.35,0.32,1.75,7.88,0.05,0.84,0.14,14.65,0.07,200.55,1.44,0,46.57,20.04,6.39,11.84,16.74,12.89,3.43,17.97,12.29,,1.58,8.15,3.5,313.3,10.18,10.1,3.09,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,29,4783.416667,,0.27,0.13,0.37,4.87,0.05,0.67,0,27.78,0.01,209.79,0.94,0,84.55,2.3,5.08,9.12,14.22,14.69,3.98,14.41,12.01,,2.05,18.93,0,295.41,9.9,15.74,3.23,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,31,4783.583333,,0.27,0.14,0.22,4.7,0.05,0.68,0,29.31,0.01,209.37,0.96,0,85.12,0.42,5.57,13.87,18.24,11.11,4.06,9.67,9.66,,1.85,18.82,0,309.47,8.91,9.39,3.57,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,33,4783.75,,0.29,0.24,0.39,4.89,0.05,0.87,0,28.48,0,206.95,0.96,0,83.63,2.95,4.96,16.43,18.06,13.92,2.82,8.49,10.66,,1.65,14.33,0,301.23,8.94,10.42,3.1,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,35,4783.916667,,0.28,0.25,0.34,4.78,0.05,0.91,0,28.41,0,208.28,0.99,0,83.7,0.97,5,8.52,19.47,9.49,4.43,7.89,10.01,,1.37,13.97,0,305.59,11.35,10.11,3.1,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,37,4784.083333,,0.4,1.03,0.42,4.84,0.16,4.56,0,26.37,0.01,200.03,0.94,0,85.71,7.02,6.81,13.36,20.64,10.57,5.35,11.17,11.54,,2.16,17.83,0,309.84,12.05,17.3,2.88,0.46,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,39,4784.25,,0.35,0.33,0.59,5.22,0.07,1.61,0,21,0.01,203.76,1.23,0,78.19,5.42,6.61,12.71,14.33,14.8,4.62,15.02,11.51,,2.53,25.06,0,285.21,7.49,19.77,3.88,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,41,4784.416667,,0.37,0.76,0.56,4.97,0.11,3.34,0,23.84,0,200.35,1.03,0,84.14,4.64,7.26,19.64,17.52,8.94,5.63,9.89,11.21,,2,16.81,0,298.8,14.26,18.24,3.47,0.33,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,43,4784.583333,,0.29,0.22,0.24,4.67,0.06,0.89,0,27.26,0,209.13,1,0,82.53,0.92,7.53,6.2,16.27,11.79,4.41,9.56,10.63,,1.46,14.79,0,291.47,11.41,11.76,3.52,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,45,4784.75,,0.29,0.28,0.34,4.82,0.06,1.27,0,28.1,0.01,207.02,0.98,0,83.19,2.61,6.3,12.77,19.91,14.19,2.36,10.41,10,,1.82,15.01,0,316.61,11.41,9.26,3.35,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,49,4785.083333,,0.28,0.32,0.66,5.32,0.06,0.85,0.06,31.08,0.02,204.34,1.04,0,76.31,9.01,4.59,11.65,16.85,13.08,4.37,11.61,11.26,,2.05,11.85,2.85,299.75,7.08,11.71,3.34,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,51,4785.25,,0.32,0.53,1.36,6.46,0.08,1.53,0.15,22.53,0.1,189.64,1.78,179.07,37.36,14.73,3.61,27.77,16.85,15.41,3.34,37.73,23.12,,2.16,20.84,0,309.91,11.29,32.68,3.73,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,53,4785.416667,,0.27,0.25,0.46,5.23,0.05,0.55,0.05,31.43,0.02,200.82,1.14,0,81.35,8.77,5.69,15.97,15.51,7.01,3.79,11.33,10.56,,2.06,15.64,0,313.76,8.2,15.96,4.1,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,55,4785.583333,,0.41,1.24,0.51,5.16,0.18,5.41,0.02,30.52,0.02,189.55,1.19,0,85.73,9.87,3.96,18.13,15.83,12.05,4.08,16.17,10.47,,1.74,18.82,0,315.37,14.52,24.26,3.75,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,57,4785.75,,0.4,1.82,0.64,5.21,0.27,7.69,0.03,29.68,0.02,189.21,0.96,0,83.9,13.9,5.72,12.32,15.71,14.61,4.52,11.65,10.5,,2.01,21.07,0,334.97,15.7,20.93,3.34,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,59,4785.916667,,0.36,0.82,1.26,6.18,0.11,3.15,0.13,25.77,0.05,192.84,1.14,0,69.74,20.29,6.05,13.23,18.42,15.32,4.54,10.53,10.3,,1.32,13.37,0,309.09,7.4,17.55,3.42,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,61,4786.083333,,0.4,2.01,0.82,5.35,0.28,8.12,0,26.78,0.03,184.39,1.39,0,88.21,18.84,7.2,13.62,17.17,17.09,4.9,12.82,11.65,,1.83,17.84,0,314.81,11.07,23.67,3.52,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,63,4786.25,,0.29,0.23,0.48,5.13,0.06,1.12,0.01,27.51,0.01,202.82,0.98,0,79.81,3.97,5.17,16.77,17.79,14.94,3.09,11.69,11.33,,1.95,15.84,0.8,346.83,13.91,18.97,3.43,0.68,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,65,4786.416667,,0.42,1.35,0.42,4.98,0.21,5.83,0,26.77,0.01,192.55,0.98,0,84.4,9.67,6.29,16.43,18.29,11.69,4.07,8.95,9.17,,1.95,17.37,0,334.17,9,14.25,3.52,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,67,4786.583333,,0.31,0.41,0.46,5.07,0.07,1.61,0.02,29.58,0.01,200.02,1.02,0,83.13,7.83,5.76,23.92,21.57,10.94,6.3,12.99,11.51,,1.61,17.04,0,352.52,16.3,14.2,3.65,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,68,4786.666667,,0.34,0.56,3.23,10.58,0.05,1.07,0.54,13.6,0.14,183.16,1.68,482.44,18.51,34.59,3.69,31.14,17,22.93,10.43,22.65,14.67,,6.05,80.59,0.11,337.18,22.57,97.72,7.09,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,69,4786.75,,0.34,0.67,3.29,9.71,0.07,1.6,0.53,16.16,0.16,180,1.91,572.25,15.91,33.89,6.19,17.21,18.59,15.41,5.63,17.43,12.89,,1.78,20.33,0,341.06,13.22,24.16,3.97,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,73,4787.083333,,0.32,0.55,0.65,5.28,0.08,1.96,0.02,28.73,0.02,197.89,1.11,0,81.64,8.26,5.43,19.6,18.2,13.28,5.04,14.22,12.54,,1.64,12.43,0,344.73,13.26,17.88,3.75,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,75,4787.25,,0.41,1.5,0.78,5.5,0.22,6,0.08,29.87,0.03,189.04,1.02,0,82.1,17.94,4.05,22.62,18.22,14.84,5.52,24.33,15.76,,1.95,13.62,2.72,354.28,9.85,23.23,3.88,0.12,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,77,4787.416667,,0.27,0.18,0.76,5.6,0.05,0.52,0.08,29.8,0.03,198.87,1.08,0,79.43,12.73,6.49,21.33,18.15,13.38,4.68,15.56,13.59,,1.9,18.94,0,345.74,17.69,25.4,4.27,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,79,4787.583333,,0.29,0.38,0.79,5.56,0.05,0.85,0.08,30.91,0.02,196.53,1.06,0,82.97,10.89,5.04,22.1,20.48,15.54,3.61,17.29,10.85,,1.58,15.11,0,342.42,11.76,30.3,3.44,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,83,4787.916667,,0.25,0.11,0.51,5.16,0.04,0.42,0.01,26.85,0.01,203.89,1,0,78.54,4.96,6.84,17.58,19.43,15.27,3.93,13.41,11.5,,1.62,16.15,0,337.92,10.69,20.03,3.5,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,85,4788.083333,,0.26,0.16,0.79,5.49,0.04,0.41,0.11,28.84,0.03,200.06,1.03,0,79.06,8.93,5.92,14.82,18.77,15.13,4.85,7.63,11.04,,2.39,23.71,0,352.96,16.25,21.06,3.74,1.23,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,87,4788.25,,0.37,0.8,3.01,9.93,0.06,1.5,0.32,13.79,0.14,182.6,1.72,319.01,22.84,28.9,3.87,24.73,20.4,18.11,5.31,37.5,26.84,,3.81,47.84,0,301.47,17.67,51.13,6.61,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,89,4788.416667,,0.4,1.94,0.73,5.4,0.3,8.11,0.04,28.12,0.03,187.24,0.92,0,81.27,17.22,5.7,25.14,18.55,18.12,6.3,24.75,19.87,,3.17,30.98,2.8,360.01,15.2,44.41,4.84,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,91,4788.583333,,0.35,2.63,0.84,5.56,0.43,11,0.07,26.34,0.04,185.49,0.96,0,76.36,20.63,3.84,23.54,20.54,19.54,5.01,26.92,8.28,,2.36,26.31,0,371.81,17.21,34.56,4.39,2.03,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,93,4788.75,,0.27,0.17,0.51,5.33,0.04,0.47,0.09,31.93,0.02,197.92,1,0,81.74,12.28,8.39,17.52,20.69,17.77,5.13,17.25,12.33,,2.28,20.49,0,364.61,14.64,27.49,4.03,0.25,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4781,B30,95,4788.916667,,0.32,0.48,0.76,5.48,0.07,1.65,0.08,30.31,0.02,193.55,1.2,0,79.75,11.77,6.16,15.96,21,13.67,4.98,15.04,12.78,,2.43,22.07,0.44,346.96,13.26,28.24,4.06,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,5,4789.416667,,0.29,0.36,0.71,5.72,0.05,0.9,0.09,29.56,0.03,196.14,0.99,0,76.48,15.79,6.53,16.86,15.52,22.59,5.32,7.66,8.18,,2.49,24.1,0,339.84,12.29,25.47,4.28,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,7,4789.583333,,0.39,1.07,0.59,5.17,0.16,4.55,0.02,28.63,0.02,190.77,1.06,0,77.13,9.83,5.24,14.62,19.77,19.71,6.43,9.95,10.72,,1.86,17.13,0,344.66,12.65,24.68,3.25,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,9,4789.75,,0.26,0.2,0.41,4.83,0.04,0.39,0.02,32.63,0.01,200.39,0.98,0,83.75,5.17,7.83,18.05,21.1,22.01,6.88,7.63,9.37,,1.5,17.36,0,323.89,14.04,25.25,2.61,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,11,4789.916667,,0.28,0.25,0.63,5.47,0.07,0.89,0.08,28.76,0.02,196.28,1.03,0,80.7,9.48,6.94,16.92,18.93,19.99,4.37,9.9,9.97,,1.61,21.5,0,355.33,20.35,23.67,3.95,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,13,4790.083333,,0.33,0.95,1.63,6.83,0.06,0.95,0.26,29.28,0.07,184.65,1.19,132.66,64.88,25.59,6.07,21.78,19.98,22.2,3.75,15.54,13.39,,2.45,23.9,0,353.27,13.15,24.2,3.84,1.16,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,15,4790.25,,0.35,0.73,4.19,11.06,0.1,1.53,0.5,10.28,0.19,176.59,2.03,429.37,0,30.05,5.3,30.25,20.53,27.03,11.05,36.73,16.12,,4.32,54.26,0,353.36,22.95,83.59,6.24,0.2,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,16,4790.333333,,0.36,0.81,3.75,9.88,0.09,1.91,0.46,13.77,0.17,178.24,1.83,663.79,8.01,34.1,8.42,39.86,20.97,28.34,11.29,46.03,14.2,,4.98,74.83,0,327.28,27.04,92.36,6.84,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,17,4790.416667,,0.29,0.41,1.48,6.2,0.05,0.61,0.17,28.19,0.05,192.7,1.15,0,70.07,18.13,4.46,15.88,20.87,20.81,4.86,10.61,10.66,,2.19,23.72,0,370.81,14.13,18.94,4.05,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,19,4790.583333,,0.25,0.15,0.41,5.07,0.05,0.43,0.04,30.12,0.02,199.35,0.98,0,82.83,5.14,6.87,15.61,18.42,16.43,6.52,6.82,10.98,,1.85,18.22,0,380.26,15.49,14.04,3.66,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,21,4790.75,,0.27,0.24,0.53,5.15,0.05,0.8,0.05,29.8,0.02,197.9,0.96,0,81.93,5.74,5.99,18.63,22.73,18.09,4.87,7.71,10.82,,1.59,15.46,0,379.99,11.46,15.36,3.6,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,27,4791.25,,0.28,0.28,0.38,4.93,0.05,0.88,0.03,32.2,0.01,198.19,0.99,0,82.21,7.35,6.99,22.43,21.25,19.8,5.04,11.07,11.56,,1.19,11.81,0,383.13,11.33,18.35,3.63,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,29,4791.416667,,0.33,0.5,0.46,5.02,0.08,2.22,0.01,29.53,0.02,195.51,0.97,0,81.72,5.95,4.99,21.8,20.51,23.65,4.01,10.51,9.82,,1.7,16.41,0,408.19,16.81,13.03,2.93,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,31,4791.583333,,0.27,0.28,0.64,5.2,0.05,0.79,0.06,30.3,0.02,196.58,0.99,0,82.57,8.59,7.98,19.7,20.13,14.65,5.51,8.04,10.78,,1.9,13.05,2.31,406.36,11.68,13.43,4.02,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,33,4791.75,,0.28,0.36,0.92,5.68,0.05,0.65,0.11,29.62,0.04,193.24,1.05,0,74.73,14.66,8.47,19.05,20.08,17.64,5.58,10.16,10.45,,2.13,18.8,1.24,398.35,14.35,22.75,3.06,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,35,4791.916667,,0.36,1.73,3.48,9.66,0.05,0.8,0.4,18.76,0.15,178.55,1.76,634.07,41.65,36.33,7.18,24.5,21.28,20.57,6.97,22.75,16.41,,2.58,28,0,400.73,17.78,36.96,4.34,0.63,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,37,4792.083333,,0.31,0.71,0.91,5.73,0.06,1.24,0.14,28.87,0.04,188.33,1.12,0,76.71,13.09,6.13,22.74,22.14,19.71,7.31,13.18,11.78,,2.06,21,0,395.97,11.55,31.51,3.99,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,39,4792.25,,0.28,0.46,0.96,5.82,0.04,0.63,0.1,28.15,0.04,192.41,1.12,0,75.29,13.67,4.66,19.39,22.8,19.08,4.83,11.85,11.34,,2.24,28.4,0,401.35,18.24,29.08,3.45,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,41,4792.416667,,0.28,0.42,0.93,5.8,0.05,0.77,0.12,27.39,0.03,193.71,1.05,0,75.87,11.53,5.9,20.77,17.84,19.04,3.49,10.53,11.4,,2.01,20.7,0,410.63,18.8,17.66,3.93,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,43,4792.583333,,0.27,0.31,1.09,5.81,0.07,0.63,0.14,28.16,0.04,193.14,1.09,0,72.52,14.63,5.04,33.24,22.76,18.14,9.13,23.71,11.2,,2.62,35.63,0,391.09,24.54,41.76,5.24,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,45,4792.75,,0.31,0.62,2.77,8.09,0.05,0.82,0.35,22.27,0.12,183.22,1.46,343.6,43.18,27.22,9.91,45.2,21.76,24.98,10.97,58.44,21.91,,4.36,53.88,1.24,376.57,18.61,74.01,5.87,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,51,4793.25,,0.28,0.27,0.85,5.61,0.05,0.64,0.01,25.47,0.02,196.11,1.12,0,78.24,10.23,6.76,29.04,18.27,16.8,6.78,21.25,17.7,,2.13,26.51,0,385.91,17.51,35.13,4.1,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,53,4793.416667,,0.34,0.7,0.79,5.88,0.07,1.39,0.06,26.13,0.04,190,1.14,0,71.13,13.78,6.44,24.43,19.66,17.06,4.79,9.81,10.88,,1.83,22.17,0,365.45,14.47,31.26,4.69,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,55,4793.583333,,0.29,0.37,0.48,5.21,0.06,0.97,0.03,29.73,0.02,195.76,1.03,0,82.19,9.55,5,17.16,22.79,19.97,6.43,8.65,9.19,,1.81,15.93,0,383.79,9.04,19.07,3.32,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,57,4793.75,,0.32,0.93,0.99,6.06,0.06,0.97,0.09,26.27,0.04,188.39,1.14,0,70.4,15.41,3.68,20.22,20.08,20.3,4.97,8.51,9.9,,2.33,18.41,5.09,405.58,13.68,32.62,4.44,1.81,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,59,4793.916667,,0.29,0.56,0.48,5.22,0.05,0.78,0.04,30.78,0.02,192.72,1.12,0,76.23,9.49,4.83,39.72,22.97,21.04,4.84,21.92,15.28,,1.71,16.44,0,403.2,8.63,18.9,3.29,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,61,4794.083333,,0.32,1.18,0.85,5.85,0.05,0.78,0.09,28.32,0.03,186.85,1.12,0,78.94,14.64,5.59,17.35,18.95,21.35,5.77,6.16,8.02,,2.17,23.37,0,425.39,11.06,34.4,3.28,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,63,4794.25,,0.26,0.21,0.38,5.08,0.09,0.55,0.05,31.37,0.01,195.96,1.02,0,84.29,6.44,7.48,14.67,20.67,22.12,5.26,9.23,11.34,,1.69,10.24,3.48,425.94,15.9,13.64,3.76,1.53,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,65,4794.416667,,0.29,0.13,0.6,5.25,0.05,0.49,0,24.95,0.02,198.69,1.07,0,76.52,4.83,6.42,11.66,19.29,17.88,4.83,7.99,9.92,,1.46,22.48,0,403.91,15.58,19.09,3.55,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,67,4794.583333,,0.27,0.23,0.81,5.45,0.05,0.5,0.09,29.9,0.03,196.22,1.07,0,85.86,9.81,7.02,37.01,23.68,21.29,5.29,16.59,13.34,,2.32,18.41,6.11,421.24,13.4,24.6,3.26,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,68,4794.666667,,0.35,1.05,5.12,11.2,0.07,1.03,0.67,15.66,0.24,175.22,1.98,1593.44,0,40.23,2.52,47.1,19.64,22.03,12.4,34.95,25.18,,5.3,70.69,0,375.28,22.78,94.18,7.3,0.89,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,69,4794.75,,0.29,0.37,1.63,6.38,0.05,0.73,0.13,24.86,0.06,191.26,1.35,0,64.09,16.1,8.82,35.89,21.38,18.9,7.08,53.9,38.51,,2.6,24.92,2.28,397.07,17.96,33.73,4.95,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,71,4794.916667,,0.28,0.22,0.75,5.52,0.05,0.57,0.03,26.11,0.02,197.74,1.1,0,78.21,10.95,6.37,24.64,23.42,19.68,5.37,29.87,10.34,,1.64,14.18,0,395.72,13.03,18.69,3.09,0,,,,,,,,,,,,,,,,,,,,Buda
Core-01,4789,B31,73,4795.083333,,0.28,0.36,1.05,5.99,0.04,0.43,0.08,26.4,0.04,193.06,1.04,0,70.89,11.75,4.55,23.57,18.96,22.11,5.88,9.32,10.92,,2.24,23.07,0,410.37,13.6,28.06,2.78,0,,,,,,,,,,,,,,,,,,,,Buda
