Lease_Name,Top_Depth,Box,Inch,Depth_calculated,XRF_adjusted_depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,TOC,d13Ccorr,TON,CN,d15N,d13C_carb,d18O_carb,TIC,QUARTZ,K-FELDSPAR,PLAGIOCLASE,CALCITE,SIDERITE,DOLOMITE,Fe_DOLOMITE,PYRITE,FLUORAPATITE,TOTAL CLAY,Average_UCS_MPa,Formation
Core-01,4544,B02,87,4551.25,,0.29,0.31,0.77,6.15,0.05,0.81,0.28,28.27,0.02,210.51,1.04,0,85.74,20.84,7.06,19.01,21.4,47.74,4.56,6.95,9.88,,2.25,23.03,0,584.09,8.27,25.27,3,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4544,B02,89,4551.42,,0.29,0.37,0.71,5.67,0.09,0.75,0.28,28.32,0.02,210.98,1.04,0,82.46,13.15,7.94,19.68,18.17,25.63,6.09,13.81,12.08,,2.15,19.47,2.69,605.85,8.14,15.13,3.45,1.54,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4544,B02,91,4551.58,,0.3,0.49,0.95,5.78,0.05,0.79,0.32,30.28,0.02,209.94,1.06,0,86.71,14.69,5.13,22.72,20.96,26.71,6.71,12.41,12,,2.33,27.34,0,571.93,12.41,30.1,3.81,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4544,B02,93,4551.75,,0.27,0.31,0.6,5.39,0.04,0.38,0.21,31.39,0.01,214.38,1.03,0,87.93,7.76,7.13,15.49,21.23,49.77,5.46,4.99,11.76,,1.87,12.82,5.49,582.99,15.14,8.07,3.63,1.23,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4544,B02,95,4551.92,,0.31,0.62,2.34,7.48,0.04,0.47,0.58,24.97,0.07,205.21,1.2,0,63.3,23.88,6.37,23.14,21.67,48.16,6.79,19.69,17.57,,2.76,21.85,12.53,600.58,11.89,57.6,4.55,3.2,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,1,4554.08,,0.28,0.43,1.09,5.98,0.05,0.46,0.37,29.01,0.03,210.95,1.09,0,76.95,16.87,6.25,20.32,19.2,27.9,7.01,9.09,10.82,,2.78,22.09,11.36,601.74,11.11,36.3,3.41,2.12,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,3,4554.25,,0.28,0.32,1.01,5.89,0.05,0.52,0.39,28.81,0.03,211.52,1.1,0,80.48,14.26,5.49,21.17,17.44,18.09,6.78,8.97,11.45,,1.67,18.05,0,584.24,15.52,17.55,4,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,5,4554.42,,0.29,0.45,1.29,6.03,0.04,0.41,0.31,30.17,0.03,211.39,1.01,0,77.43,18.09,5.81,20.92,19.94,26.66,4.91,11.21,11.18,,2.28,25.43,0,578.87,17.2,33.97,3.89,1.69,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,7,4554.58,,0.32,0.6,3,8.45,0.05,0.68,0.4,17.78,0.06,203.68,1.32,0,58.86,30.07,4.86,25.14,17.37,30.67,6.8,25.56,20.44,,2.54,28.49,0,563.13,13.89,75.3,5.49,5.94,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,9,4554.75,,0.28,0.35,0.72,5.62,0.06,1.21,0.24,26.5,0.02,212.75,1.04,0,77.42,13.52,7.5,10.87,18.65,20.96,5.35,8.1,11.53,,1.51,15.56,0,532.15,8.73,13.34,3.35,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,11,4554.92,,0.31,0.51,0.66,5.54,0.1,1.87,0.21,26.71,0.03,209.66,1.05,0,78.94,13.32,5.21,17.73,21.83,30.81,6.8,10.13,11.23,,1.73,17.59,0,591.72,14.02,19.65,3.76,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,13,4555.08,,0.33,0.57,0.33,5.02,0.15,2.09,0.13,30.21,0.01,210.12,0.97,0,86.45,8.52,6.2,17.54,19.12,45.83,5.79,10.79,10.53,,1.93,19.22,0,552.01,9.74,16.96,3.26,0.06,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,15,4555.25,,0.35,0.65,0.6,5.31,0.11,2.5,0.22,29.73,0.02,208.63,0.92,0,80.65,13.14,8.18,11.61,19.81,24.2,4.4,9.31,10.74,,2.3,13.81,10.61,555.47,9.55,14.72,3.9,1.55,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,17,4555.42,,0.3,0.44,0.4,5.02,0.07,1.46,0.1,29.72,0.01,214.09,0.93,0,86.26,6.18,6.37,14.34,17.75,21.94,5.32,5.23,11.28,,1.8,16.38,0,537.8,9.38,7.16,2.73,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,19,4555.58,,0.31,0.46,1.75,7.07,0.06,0.53,0.61,23.5,0.07,206.68,1.25,0,55.4,20.15,6.41,23.19,22.45,74.8,7.66,13.74,11.5,,3.51,36.6,9.03,605.68,12.82,67.27,4.33,5.38,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,21,4555.75,,0.27,0.27,0.55,5.12,0.04,0.4,0.2,32.57,0.01,214.87,0.96,0,84.3,8.66,5.88,20.04,20.82,22.77,5.51,6.24,8,,1.7,11.63,2.87,506.98,10.24,14.67,3.52,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,23,4555.92,,0.29,0.48,1.46,6.58,0.05,0.61,0.51,26.41,0.05,209.89,1.08,0,69.56,17.99,5.17,24.47,23.25,54.78,7.67,15.93,13.52,,2.52,29.73,0,629.88,15.44,45.33,4.81,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,25,4556.08,,0.3,0.39,0.36,5.02,0.06,0.94,0.14,33.72,0.01,213.38,0.95,0,88.18,7.34,6.41,14.14,17.68,19.09,3.83,8.41,9.28,,1.5,12.36,0,518.26,6.9,5.39,2.71,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,27,4556.25,,0.25,0.19,0.43,5.22,0.07,0.35,0.1,27.49,0.01,218.09,0.94,0,83.37,5.38,6.06,14.47,18.6,25.92,3.65,7.23,9.6,,1.8,17.78,0,594.34,16.87,16,3.7,0.55,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,29,4556.42,,0.31,0.67,2.35,7.6,0.05,0.75,0.58,23.98,0.06,205.15,1.17,0,67.42,27.71,5.37,28.24,22.98,59.08,9.03,12.01,12.56,,3.39,36.16,5.27,573.17,14.34,71.11,5.61,3.62,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,31,4556.58,,0.3,0.54,1.89,7.25,0.05,0.51,0.52,22.7,0.06,209.24,1.17,0,58.58,25.72,2.25,33.16,21,57.46,7.34,21.24,16.65,,2.73,36.98,0,571.72,21.2,82.54,5.3,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,33,4556.75,,0.35,0.74,0.41,5.29,0.1,2.55,0.12,31.18,0.01,207.13,0.94,0,86.85,11.89,5.37,13.73,18.98,22.49,2.75,6.75,10.21,,1.36,17.29,0,521.97,10.66,7.99,3.66,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,35,4556.92,,0.31,0.53,0.43,5.39,0.06,1.38,0.13,31.21,0.01,212.96,0.94,0,87.24,11.7,6.51,17.27,17.03,31.55,3.54,6.14,12.6,,1.82,12.63,2.15,548.32,8.17,9.13,3.59,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,37,4557.08,,0.32,0.54,0.46,5.43,0.08,1.97,0.14,30.35,0.01,212.29,0.94,0,82.75,12.45,7.19,19.48,21.01,26.96,4.61,10.55,11.24,,2.1,18.99,0,591.25,10.28,10.45,3.13,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,39,4557.25,,0.28,0.28,0.23,5.21,0.16,0.45,0.17,32.09,0.02,214.72,0.94,0,83.09,10.79,7.84,19.8,16.3,22.89,3.66,5.03,8.14,,1.59,10.85,0,486.24,7.62,6.68,2.88,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,41,4557.42,,0.28,0.24,0.27,5.16,0.08,0.38,0.09,30.15,0.01,217.4,0.93,0,87.33,4.84,5.92,12.1,17.68,22.51,4.71,5.56,13.05,,1.66,14.29,0,499.01,8,10.59,2.63,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,43,4557.58,,0.28,0.26,0.29,5.67,0.05,0.39,0.11,33.1,0.02,215.06,0.96,0,89.76,15.92,6.07,14.93,20.77,22.8,4.85,7.87,10.84,,1.2,12.35,0,575.84,8.66,9.93,2.65,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,45,4557.75,,0.25,0.15,0.32,5.24,0.07,0.36,0.08,29.42,0.01,218.28,0.92,0,83.6,7.09,4.47,12.57,19.17,25.88,3.38,6.3,9.97,,2.11,17.18,6.78,675.11,11.35,13.85,4.15,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,47,4557.92,,0.26,0.13,0.27,5.28,0.04,0.34,0.02,30.11,0,216.56,0.88,0,82.09,9.54,6.98,14.9,18.73,20.47,3.01,7.99,11.99,,1.39,10.55,0,500.62,5.19,8.89,2.25,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,49,4558.08,,0.38,1.02,0.73,5.63,0.14,3.8,0.17,27.32,0.02,204.73,1.01,0,77.93,15.2,7.39,20.53,18.04,49.79,6.82,7.93,10.39,,2.47,20.15,7.16,701.57,9.94,15.23,3.92,0.03,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,51,4558.25,,0.36,0.83,0.47,5.27,0.11,3.26,0.09,30.09,0.01,207.27,0.93,0,83.47,12.28,7.01,13.89,19.71,28.64,3.91,9.72,11.32,,1.78,16.48,0,597.52,7.46,15.58,2.73,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,53,4558.42,,0.32,0.58,0.88,5.87,0.07,1.48,0.3,27.74,0.03,212.16,0.99,0,79.15,14.9,5.79,15.88,18.73,40.48,3.55,11.66,10.65,,1.94,17.29,0.48,597.94,8.37,22.72,2.47,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,55,4558.58,,0.36,0.86,0.77,5.58,0.11,2.96,0.24,27.13,0.02,206.76,1.07,0,82.4,12.86,6.23,19.83,21.12,24,4.68,16.44,13.69,,2.56,17.9,12,605.1,7.55,21.51,3.65,2.93,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,57,4558.75,,0.29,0.4,0.87,5.79,0.05,0.68,0.31,29.7,0.02,214.19,1.03,0,80.35,12.51,6.19,17.93,22.75,26.8,3.99,9.31,9.28,,2.65,22.83,7.21,610.63,11.19,21.59,3.05,4.32,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,59,4558.92,,0.31,0.51,1.07,6.07,0.05,0.78,0.38,28.94,0.03,211.79,0.96,0,75.35,19.84,6.55,21.38,21.06,27.13,5.78,8.1,9.98,,2.62,27.14,0,634.38,14.51,26.12,3.77,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,61,4559.08,,0.26,0.33,1.1,5.98,0.04,0.38,0.23,25.88,0.03,215.62,1.03,0,77.37,14.2,4.77,20.93,19.96,21.24,6.43,11.84,11.7,,2.46,21.34,5.44,550.71,12.04,39.8,3.44,2.15,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,63,4559.25,,0.29,0.52,1.38,6.33,0.05,0.5,0.29,25.64,0.03,213.11,1.16,0,70.14,15.16,5.7,28.13,21.53,24.39,6.59,20.19,9.91,,1.93,21.9,0,605.63,9.96,34.07,3.22,1.41,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,65,4559.42,,0.27,0.3,1.03,5.94,0.05,0.43,0.15,23.98,0.02,215.29,1.11,0,72.72,10.31,6.64,19.97,20.01,20.61,6.17,12.24,11.7,,1.43,15.47,0,585.68,13.26,21.07,3.16,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,67,4559.58,,0.26,0.27,0.52,5.16,0.04,0.52,0.06,30.29,0.01,216.84,1.01,0,84.68,7.91,6.73,15.53,21.24,17.83,5.57,8.55,9.79,,1.65,4.63,11.44,525.19,9.16,21.2,3.01,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,69,4559.75,,0.3,0.56,2.53,8.1,0.04,0.35,0.51,21.3,0.04,206.05,1.06,0,76.1,28.1,5.58,22.75,20.76,66.49,8.8,5.31,9.31,,2.71,30.49,0,706.14,16.52,41.96,5.23,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,71,4559.92,,0.28,0.31,0.48,6.52,0.04,0.44,0.06,29.97,0.01,211.1,0.95,0,94.81,25.68,5.5,18.34,20.16,19.93,5,11.26,10.74,,1.57,12.94,0,496.38,11.97,14.16,2.83,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,73,4560.08,,0.28,0.39,0.97,5.71,0.05,0.77,0.14,27.08,0.01,211.16,1.15,0,83.75,9.48,6.07,19.38,19.61,23.66,4.27,15.18,12.56,,2.2,13.4,8.04,541.58,12.84,19.8,4.26,2.49,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,75,4560.25,,0.3,0.63,2.41,7.72,0.04,0.35,0.52,24.94,0.04,207.49,1,0,79.84,30.58,6.13,13.6,15.82,49.22,6.93,7.22,11.57,,2.96,26.5,6.62,639.28,15.31,43.18,4.86,0.37,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,77,4560.42,,0.27,0.26,0.57,5.34,0.05,0.4,0.2,31.62,0.01,214.5,0.94,0,89.12,11.49,6.13,15.1,18.13,26.96,5.61,6.98,9.16,,1.54,13.48,0,538.65,13.34,8.44,3.32,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,79,4560.58,,0.24,0.1,0.53,5.21,0.04,0.37,0.05,25.39,0.01,221.75,0.97,0,84.71,5.05,6.45,18.95,20.25,29.7,5.72,8.84,10.54,,1.81,16.91,0,568.18,13.31,9.46,3.78,0.89,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,81,4560.75,,0.26,0.26,0.6,5.26,0.05,0.61,0.14,28.91,0.01,219.98,0.94,0,85.58,8.15,5.55,18.18,18.36,24.96,4.41,6.56,7.95,,1.87,15.72,0,508.22,12.6,7.08,2.88,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,83,4560.92,,0.31,0.54,0.48,5.38,0.06,1.57,0.13,30.07,0.01,212.18,0.91,0,83.61,12.57,5.94,14.7,19.09,27.12,5.93,10.9,11.08,,1.66,9.81,4.4,601.02,14.33,7.57,3.31,2.1,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,85,4561.08,,0.31,0.43,0.37,5.44,0.06,1.22,0.09,30.33,0.01,214.81,0.91,0,86.36,12.92,6.07,17.54,18.02,17.04,4.45,8.06,10.84,,1.61,12.96,0,568.98,10.71,4.57,2.63,0.61,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,87,4561.25,,0.29,0.37,0.3,5.48,0.06,0.97,0.04,30.82,0.01,215.57,0.94,0,86.05,10.62,6.47,18.06,18.58,23.01,4.45,6.92,10.94,,1.84,16.28,0,588.2,12.1,2.9,2.76,4.04,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,89,4561.42,,0.28,0.3,0.32,5.61,0.05,0.58,0.09,31.23,0.01,214.69,0.96,0,83.87,12.84,6.35,18.34,20.87,22.5,4.21,7.03,8.62,,1.34,13.25,0,564.08,10.99,7.38,3.5,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,91,4561.58,,0.31,0.52,0.35,5.59,0.07,1.71,0.04,29.09,0.01,211.86,1.03,0,85.71,12.9,7.98,13.48,19.9,18.48,4.58,7.31,9.32,,1.68,15.43,0,525.06,13.15,4.55,3.47,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,93,4561.75,,0.29,0.3,0.36,5.9,0.06,1.12,0.04,28.29,0.01,213.84,0.93,0,85.75,13.86,6.73,15.07,16.84,20.7,4.65,7.22,11.35,,2.07,14.3,2.89,539.45,6.09,8.83,3.03,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4554,B03,95,4561.92,,0.28,0.25,0.33,5.65,0.05,0.62,0.06,30.26,0.01,215.37,0.87,0,84.88,12.96,7.88,11.82,19.48,19.46,3.28,6.33,10.8,,1.71,10.26,3.12,543.75,9.04,3.16,2.05,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,3,4562.25,,0.29,0.29,0.34,5.82,0.05,0.52,0.08,31.01,0.01,217.55,0.93,0,86.55,13.64,5.83,14.85,20.37,16.85,2.68,11.35,10.85,,1.8,8.42,5.52,557.39,10.55,11.56,2.88,1.62,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,5,4562.42,,0.27,0.2,0.26,5.48,0.04,0.59,0.02,29.19,0,217.5,0.93,0,84.23,10.38,6.09,14.11,17.15,12.31,2.47,8.12,8.29,,2.05,9.67,7.69,512.58,9.42,3.75,3.75,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,7,4562.58,,0.26,0.18,0.31,5.71,0.04,0.61,0,26.59,0.01,218.86,0.96,0,83.2,8.82,4.8,12.02,16.02,17.06,3.69,6.21,9.9,,1.76,15.45,0,486.71,5.03,2.47,2.78,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,9,4562.75,,0.5,0,0.36,4.85,0.05,0.23,0,7.4,0,233.24,1.14,0,75.12,0,7.05,15.88,16.45,18.66,2.56,9.82,9.58,,1.4,11.79,0,480.29,7.86,9.7,2.73,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,11,4562.92,,0.26,0.16,0.3,5.52,0.05,0.37,0.04,29.68,0.01,215.98,0.96,0,84.31,11.1,7.91,6.44,17.86,14.08,5.12,5.25,7.92,,1.56,8.1,1.5,466.73,5.26,3.89,2.8,0.99,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,13,4563.08,,0.29,0.32,0.34,5.72,0.06,0.46,0.11,32.18,0.01,214.15,0.97,0,84.4,13.85,6.31,14.57,19.19,11.52,6.35,8.09,8.49,,1.32,18.65,0,481.71,12.66,4.1,3.15,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,15,4563.25,,0.28,0.19,0.3,5.43,0.05,0.49,0.03,27.5,0.01,217.86,1,0,85.08,7.99,6.84,17.45,19.64,11.19,4.31,12.48,11.35,,1.99,10.41,9.2,517.65,8.53,7.69,2.55,4.06,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,17,4563.42,,0.26,0.22,0.3,5.8,0.05,0.5,0.04,27.94,0.01,216.86,0.96,0,83.87,10.33,6.53,11.63,16.32,15.28,4.82,8.08,10.35,,1.88,14.2,0,488.7,8.27,5.43,3.56,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,19,4563.58,,0.27,0.17,0.29,5.63,0.05,0.57,0.03,28.63,0.01,216.31,1,0,84.07,10.22,6.77,24.61,20,17.03,5.18,6.13,10.05,,1.38,12.4,0,535.58,9.43,10.17,2.06,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,21,4563.75,,0.29,0.31,0.54,5.6,0.05,0.39,0.17,28.78,0.02,215.34,0.97,0,78.85,10.1,6.21,14.27,15.57,38.47,3.74,8.64,9.96,,1.96,18.27,0,534.23,11.71,13.74,3.06,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,23,4563.92,,0.27,0.19,0.32,5.51,0.05,0.38,0.06,29.31,0.01,217.33,0.92,0,86.06,12.11,7.56,11.62,18.75,23.23,5.22,5.68,5.98,,1.76,9.91,4.93,465.7,7.47,8.7,2.64,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,25,4564.08,,0.28,0.27,0.55,5.78,0.05,0.4,0.22,30.58,0.02,216.2,0.96,0,81.93,13.83,6.36,14.94,18.16,28.33,3.19,7.14,10,,2.09,8.93,10.26,464.35,9.05,10.44,3.86,3.51,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,27,4564.25,,0.28,0.25,0.31,5.37,0.05,0.45,0.06,30.74,0.01,217.31,0.94,0,82.87,10.81,6.06,9.74,19.47,29.91,4.77,6.82,10.17,,1.61,12.15,0,449.23,10.77,10.08,2.29,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,29,4564.42,,0.28,0.24,0.32,5.38,0.05,0.74,0.03,28.34,0.01,215.64,0.96,0,86.52,10.41,6.92,14.14,17.12,20.57,5.47,5.4,7.18,,1.76,9.96,3.03,452.5,10.39,10.62,3.16,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,31,4564.58,,0.26,0.17,0.5,5.43,0.05,0.65,0.13,25.84,0.01,217.06,0.98,0,80.35,7.2,6.28,16.64,21.6,25.21,5.45,5.67,6.88,,2.12,16,5.91,543.78,10.52,13.99,3.04,1.62,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,33,4564.75,,0.29,0.29,0.39,5.24,0.05,0.74,0.05,26.13,0.01,217.67,0.98,0,83.79,6.9,6.37,15.15,21.28,20.24,4.22,11,11.1,,1.81,11.82,3.1,507.37,10.16,6.72,2.91,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,35,4564.92,,0.35,0.6,0.53,5.54,0.12,2.32,0.13,25.11,0.01,211.72,1,0,81.67,13.78,7.39,15.28,21.23,32.08,4.32,8.8,11.01,,2.07,22.68,0,592.67,14.56,14.7,3.52,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,37,4565.08,,0.29,0.34,0.57,5.3,0.05,0.71,0.16,29.63,0.01,213.25,0.96,0,84.12,10.41,7.12,24.05,22.76,32.44,5.24,22.86,18.54,,1.99,15.45,3.4,538.69,11.42,3.19,3.41,0.24,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,39,4565.25,,0.26,0.22,0.65,5.32,0.04,0.35,0.18,29.48,0.01,214.75,0.95,0,84.44,7.45,5.71,18.4,18.03,26.93,4.31,4.5,7.02,,1.75,13.92,0,523.52,13.79,6.34,3.92,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,41,4565.42,,0.35,1.31,6.03,13.82,0.04,0.24,1,11.78,0.09,184.01,1.25,0,75.4,61.26,3.61,13.54,10.85,48.26,13.53,2.34,9.48,,3.72,47.25,0,493.55,16.75,101.68,7.26,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,45,4565.75,,0.33,0.65,0.76,5.77,0.08,2.08,0.22,27.2,0.02,206.97,1.16,0,77.67,14.24,6.2,22.02,19.44,54.04,7.12,5.83,9.59,,2.43,21.36,2.76,636,12.51,13.02,3.39,2.23,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,47,4565.92,,0.27,0.18,0.52,5.61,0.04,0.37,0.15,29.23,0.01,215.43,0.92,0,86.62,12.84,6.26,11.17,21.06,29.94,4.87,6.77,8.88,,1.8,16.23,0,638.35,20.29,3.1,3.63,0.92,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,49,4566.08,,0.29,0.24,0.53,5.71,0.05,0.49,0.12,25.43,0.02,217.43,1.01,0,75.04,11.92,7.19,19.43,19.48,26.49,6.93,10.39,11.41,,2.38,17.07,10.05,611.81,14.02,10.21,3.21,2.05,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,51,4566.25,,0.28,0.3,0.44,5.67,0.05,0.58,0.15,30.09,0.02,214.46,0.94,0,84.69,11.47,6.85,15.29,18.98,30.78,4.01,7.14,9.96,,1.95,20.4,0,634.19,9.71,8.94,3.41,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,53,4566.42,,0.29,0.34,0.39,5.63,0.05,0.96,0.11,30.33,0.01,214.75,0.92,0,84.1,12.89,5.6,12.48,19.15,20.54,4.8,6.95,7.48,,2.12,18.51,0,595.61,9.21,0,3.94,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,55,4566.58,,0.35,0.65,0.36,5.61,0.09,2.24,0.11,31.63,0.02,207.66,0.89,0,85.45,17.45,6.84,15.81,18.47,32.97,2.83,9.99,9.27,,1.65,9.93,4.97,674.86,9.14,0,2.66,2.95,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,57,4566.75,,0.33,0.59,0.44,5.83,0.09,2.16,0.13,29.54,0.02,208.69,0.96,0,86.13,15.51,6.98,14.04,18.46,27.25,5.1,5.45,11.75,,1.87,16.05,0,655.95,13.22,3.01,3.24,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,59,4566.92,,0.32,0.36,0.33,5.66,0.06,1.06,0.11,32.31,0.01,212.91,0.92,0,84.42,17.58,7.47,19.08,23.37,29.17,4.53,10.9,10.41,,2.08,11.75,9.31,622.46,10.59,8.5,3.4,0.28,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,61,4567.08,,0.29,0.34,0.39,5.79,0.06,0.94,0.1,27.78,0.01,216.07,0.97,0,84.51,11.44,6.26,13.83,19.9,39.27,4.06,8.69,10.32,,1.63,11.56,1.97,631.35,9.32,7.15,3.03,0.14,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,63,4567.25,,0.32,0.44,0.36,5.75,0.07,1.5,0.08,28.81,0.01,214.13,0.94,0,82.7,14.45,8.42,8.94,14.61,32.98,5.2,9.82,10.59,,2.02,20.68,0,624.11,12.31,3.79,3.3,1.63,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,65,4567.42,,0.33,0.56,0.41,5.71,0.08,2.12,0.1,28.93,0.01,210.86,0.93,0,83.93,14.15,6.17,18.1,21.13,40.09,4.2,10.73,11.03,,1.79,17.83,0,622.17,13.97,9.11,3.76,1.47,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,67,4567.58,,0.32,0.42,0.39,5.65,0.08,1.71,0.04,25.55,0.01,213.52,0.96,0,84.34,12.11,6.56,19.04,23.01,23.08,6.04,8.68,11.5,,1.63,9.91,4.27,617.14,10.43,4.17,2.66,0,,,,,,,,,,,,,,,,,,,,Austin Chalk
Core-01,4562,B04,69,4567.75,,0.36,0.59,0.29,5.4,0.14,2.6,0,26.14,0.01,210.67,0.96,0,85.27,9.25,4.9,14.08,18.46,28.75,5.57,7.46,10.82,,1.89,13.87,2.07,606.17,10.55,0,2.73,0.37,,,,,,,,,,,,,,,,,,,,Austin Chalk
