,Lease_Name,Top_Depth,Core,Box,Inch,Depth_calculated,XRF_adjusted_depth,Wireline_Depth,Na,Mg,Al,Si,P,S,K,Ca,Ti,Mn,Fe,Ba,V,Cr,Co,Ni,Cu,Zn,Ga,As,Pb,Se,Th,Rb,U,Sr,Y,Zr,Nb,Mo,Formation,Formation_2,Outliers,Chemofacies_PCA,PCA1,PCA2,Chemofacies_Train
288,Public,4028,C04,B09,15,4029.25,,4019.25,0.56,0.5,1.6,10.74,0.24,1.17,0.26,20.84,0.07,189.67,1.04,111,900.3,53.26,4.68,136.95,60.44,125.07,8.75,28.78,25,6,3.18,19.33,20.9,781.6,13.56,77.94,7.4,124.73,Eagle Ford,Lower Eagle Ford,FALSE,4,4.048870437,1.789763863,4
290,Public,4028,C04,B09,21,4029.75,,4019.75,0.54,0.3,0.96,13.23,0.2,0.96,0.14,20.36,0.05,199.11,0.8,111,640.73,78.69,6.71,106.55,55.6,113.36,8.33,23.15,25,6,2.78,15.84,18.96,695.68,11.64,56.31,5.47,99.56,Eagle Ford,Lower Eagle Ford,FALSE,4,1.603613178,2.188691097,4
307,Public,3968,C04,B03,109,3977.08,,3967.08,0.5,0.58,4.69,9.74,0.21,1.14,0.47,20.64,0.29,141.98,1.07,2565.87,1210.97,40,5.2,92.82,55.35,163.58,10.06,24.92,25,6,3.21,18.34,19.46,1229.21,12.57,42.95,7.19,41.25,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
308,Public,3968,C04,B03,119,3977.92,,3967.92,0.47,0.51,2.38,10.18,0.33,1.75,0.32,22.01,0.11,170.12,1.52,111,909.16,65.57,7.16,363.44,166.64,452.77,13.62,46.03,26.65,6,3.95,19.12,36.83,1206.68,13.5,54.74,9.91,235.69,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
309,Public,3978,C04,B04,11,3978.92,,3968.92,0.53,0.26,1.77,7.55,0.26,1.58,0.23,23.62,0.09,158.05,1.23,111,569.07,40,6.52,395.94,168.14,427.54,13.4,34.97,26.85,6,3.84,25.53,22.2,1092.4,15.28,88.6,9.17,203.38,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
310,Public,3978,C04,B04,23,3979.92,,3969.92,0.45,0.4,2.98,8.56,0.33,1.68,0.26,21.08,0.19,179.39,1.49,1523.26,539.56,60.33,4.37,100.44,59.83,106.2,8.66,37.42,25.78,6,2.8,10.22,26.41,956.18,13.09,73.23,8.48,37.02,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
311,Public,3978,C04,B04,29,3980.42,,3970.42,0.81,0.36,10.89,17.67,0.31,1.65,1.15,3.07,0.28,201.25,1.44,111,320.17,100.71,9.05,21.84,28.87,75.6,29.63,40.25,27,6,2.97,36.14,10,478.23,20.69,332.11,11.9,6,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
312,Public,3978,C04,B04,103,3986.58,,3976.58,0.43,6.22,1.69,3.86,0.03,0.5,0.13,26.16,0.02,319.58,0.74,111,132.37,40,5.73,12.72,17.78,32.87,6,15.93,25,6,2,5,12.59,913.65,5,19.32,5,6,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
313,Public,3978,C04,B04,105,3986.75,,3976.75,0.39,0.82,0.38,5.58,1.4,0.45,0.08,31.67,0.03,198.85,0.67,111,258.92,42.71,6.91,44.87,32.15,55.57,6,15.88,25,6,2.3,5,47.24,1987.09,8.3,5,6.25,6,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
314,Public,3978,C04,B04,109,3987.08,,3977.08,0.42,0.54,1.44,8.97,0.87,1.12,0.17,24.58,0.1,183.19,1.05,449.21,514.06,48.81,4.39,90.61,51.2,116.71,7.03,25.91,25,6,2.66,5,57.87,1447.88,50.49,15.69,16.98,32.25,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
315,Public,3978,C04,B04,111,3987.25,,3977.25,0.85,0.29,13.93,20.72,0.27,0.88,1.48,1.12,0.33,171.34,0.81,619.13,103.22,128.21,6.65,12.13,15.7,97.78,35.06,8.44,25,6,3.32,32.8,10,595.45,24.06,488.94,12.85,12.44,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
316,Public,3988,C04,B05,47,3991.92,,3981.92,0.58,0.04,0.9,8.66,0.15,0.72,0.15,21.95,0.05,185.99,0.76,111,425.61,65.04,6.32,83.83,50.17,77.96,6.64,16.7,25,6,3.15,5,78.76,1513.06,42.64,5,21.23,29.09,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
317,Public,3998,C04,B06,63,4003.25,,3993.25,0.38,9.8,1.63,4.96,0.13,0.96,0.2,24.38,0.04,276.5,0.86,111,772.12,40,5.26,19.53,23.77,28.97,6,18.22,25,6,2.04,9.48,12.7,1028.32,5.4,5,5,9.63,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
318,Public,3998,C04,B06,69,4003.75,,3993.75,0.45,0.38,1.79,10.05,0.61,2.23,0.16,18.22,0.11,131.03,2.13,271.49,666.52,77.95,4.92,90.34,57.75,129.42,10.72,48.99,25,6,2.72,6,29.87,1124.53,7.71,21.34,6.42,57.83,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
319,Public,3998,C04,B06,93,4005.75,,3995.75,0.45,0.66,0.7,6.45,0.03,0.46,0.08,30.54,0.01,391.83,0.74,111,135.58,40,6.33,30.17,30.16,29.73,6,13.77,25,6,2.02,5,15.43,1165.39,7.66,5,5,12.45,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
320,Public,3998,C04,B06,109,4007.08,,3997.08,0.37,0.55,2.6,10.1,0.39,1.48,0.21,22.03,0.15,163.9,1.25,1082.3,859.55,62.59,5.93,130.39,78.72,160.48,10.23,56.87,32.48,6,2.5,12.78,10,898.83,9.11,60.7,7.26,119.42,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
321,Public,3998,C04,B06,117,4007.75,,3997.75,0.42,0.66,2.03,7.62,1.01,1.35,0.23,25.14,0.11,158.17,1.26,555.28,1239.64,46.14,4.32,163.4,90.97,208.4,10.99,43.53,25,6,3.05,5,38.87,1102.18,14.83,38.94,10.88,195.69,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
322,Public,4008,C04,B07,41,4011.42,,4001.42,0.53,0.29,1.93,8.35,0.38,1.59,0.2,19.19,0.14,118.01,1.65,722.53,1046.9,44,5.06,158.39,95.55,584.25,13.59,43.92,30.07,6,2.78,6.12,30.98,979.4,16.49,47.1,7.12,151.26,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
323,Public,4008,C04,B07,115,4017.58,,4007.58,0.48,1.05,2.9,15.49,0.24,1.4,0.43,17.08,0.12,181.46,1.35,642.99,866.05,74.01,5.35,127.96,67.33,142.75,11.46,30.04,25,6,4.86,42.23,23.3,734.66,14.1,60.81,6.48,134.03,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
324,Public,4018,C04,B08,5,4018.42,,4008.42,0.37,0.77,2.89,9.11,0.34,1.71,0.4,21.7,0.12,145.83,1.61,111,1208.08,40,6.9,252.55,114.9,261.19,14.43,48.55,30.53,6,4.18,30.68,23.6,790.77,14.48,66.74,9.33,256.89,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
325,Public,4018,C04,B08,29,4020.42,,4010.42,0.7,1.69,12.92,14.67,0.28,1.09,0.15,5.61,0.24,196.12,1.02,300.05,1088.08,52.44,6.61,21.52,15.48,74.6,14.06,30.04,25,6,2,15.68,10,157.12,20.15,351.7,10.91,23.66,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
326,Public,4018,C04,B08,67,4023.58,,4013.58,0.72,0.04,6.26,15.99,0.29,1.23,0.35,8.26,0.2,194.49,1.14,724.4,906.03,69.99,6.65,101.58,49.8,117.35,20.78,29.87,25,6,2.75,22.28,10,350.88,26.18,289.68,13.01,115.05,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
327,Public,4018,C04,B08,75,4024.25,,4014.25,0.46,1.02,2.59,10.05,0.32,1.37,0.24,22.73,0.1,200.3,1.21,313.06,817.29,44.84,5.46,184.89,87.48,178.28,16.01,41.15,30.17,6,3.51,24.26,21.03,620.49,16.31,84.53,9.64,219.78,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
328,Public,4018,C04,B08,77,4024.42,,4014.42,0.42,0.2,0.81,6.97,0.11,0.38,0.12,28.63,0.03,373.25,0.69,111,218.55,40,5.16,28.96,27.66,26.37,6,14.33,25,6,2,12.69,10,645.1,12.6,26.53,5,15.8,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
329,Public,4018,C04,B08,92,4025.67,,4015.67,0.85,0.04,14.49,18.35,0.23,1.33,0.42,1.75,0.43,209.49,1.26,111,367.15,72.92,6.92,24.41,20.26,110.34,26.16,29.54,34.59,6,2.01,22.21,10,14.9,28.22,544.87,15.22,27.09,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
330,Public,4018,C04,B08,113,4027.42,,4017.42,0.94,0.04,10.52,14.01,0.3,1.05,0.24,6.25,0.37,175.85,1.07,1479.85,439.95,63.78,6.35,58.81,31.93,117.38,18.45,30.14,25,6,2,15.5,10,245.55,32.1,414.48,15.7,47.49,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
331,Public,4028,C04,B09,1,4028.08,,4018.08,0.63,0.27,8.67,12.86,0.2,1.24,0.39,12.15,0.28,153.5,1.16,2103.54,1043.44,54.88,3.32,94.71,53.69,108.45,13.21,34.59,25,6,2.54,21.42,10,589.41,17.89,161.53,8.12,85.98,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
332,Public,4028,C04,B09,19,4029.58,,4019.58,0.73,0.04,6.39,10.8,0.23,1.16,0.37,12.4,0.26,149.61,1.19,1543.14,1041.92,43.88,6.67,93.46,54.23,91.54,16.95,34.74,25,6,2.67,24.23,10,540.66,20.72,264.54,10.27,95.7,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
333,Public,4028,C04,B09,55,4032.58,,4022.58,0.59,0.96,10.78,16.5,0.64,3,1.12,1.82,0.32,30,3.33,111,6026.09,40,20.18,403.19,233.84,408.78,29.34,75.32,25,6,7.28,50,63.93,246.34,28.3,196.24,25.27,558.61,Eagle Ford,Lower Eagle Ford,TRUE,5,,,8
